page,rank,num_outlinks,num_inlinks
Sweden,0.0012489182514722333,3,4
Sydney_Opera_House,0.0012489182514722333,3,4
TV_Globo,0.0012489182514722333,3,4
Taipei_Fish_Market,0.0012489182514722333,3,4
Steelhead,0.0012489182514722333,3,3
Steve_Hockensmith,0.0012489182514722333,3,4
Stockfish,0.0012489182514722333,3,3
Styles_and_themes_of_Jane_Austen,0.0012489182514722333,3,3
Burke,0.0012489182514722333,4,3
Caspian_Sea,0.0012489182514722333,3,4
Cassandra_Austen,0.0012489182514722333,3,3
Tamara_Talbot_Rice,0.0012489182514722333,3,3
Taoism,0.0012489182514722333,3,4
Telenovela,0.0012489182514722333,3,3
Sushi_bake,0.0012489182514722333,3,3
Sustainable_seafood,0.0012489182514722333,3,3
Seafood_mislabelling,0.0012489182514722333,3,3
Seafood_restaurant,0.0012489182514722333,3,3
Sanditon,0.0012489182514722333,3,3
Scallop_aquaculture,0.0012489182514722333,3,3
Scandinavia,0.0012489182514722333,3,3
Science_fiction,0.0012489182514722333,3,3
Salmon_as_food,0.0012489182514722333,3,4
Chawton_House,0.0012489182514722333,3,3
"Catharine,_or_The_Bower",0.0012489182514722333,3,3
Catherine_Hubback,0.0012489182514722333,3,3
Caviar,0.0012489182514722333,3,3
Caviar_(disambiguation),0.0012489182514722333,4,3
Sea_of_Azov,0.0012489182514722333,3,3
Seafood_boil,0.0012489182514722333,3,3
Seafood_dishes,0.0012489182514722333,3,3
Chowder,0.0012489182514722333,3,3
Claudia_L._Johnson,0.0012489182514722333,3,4
Colin_Firth,0.0012489182514722333,3,3
Colin_Keith-Johnston,0.0012489182514722333,3,4
Caviar_diplomacy,0.0012489182514722333,3,3
Cecilia_(Burney_novel),0.0012489182514722333,3,3
Celia_Johnson,0.0012489182514722333,3,3
Charles_Austen,0.0012489182514722333,3,3
Shark_finning,0.0012489182514722333,3,3
Sharon_Maguire,0.0012489182514722333,3,3
Shellfish,0.0012489182514722333,3,3
Shrimp_and_prawn_as_food,0.0012489182514722333,3,4
Seine_fishing,0.0012489182514722333,3,3
Selenium,0.0012489182514722333,3,3
Sense_and_Sensibility,0.0012489182514722333,3,3
Crayfish_as_food,0.0012489182514722333,3,3
Cream,0.0012489182514722333,3,3
Culture_of_microalgae_in_hatcheries,0.0012489182514722333,3,3
Commercial_fish_feed,0.0012489182514722333,3,3
Commercial_fishing,0.0012489182514722333,3,3
Commission_(art),0.0012489182514722333,3,3
Coregonus,0.0012489182514722333,3,3
Cosmos,0.0012489182514722333,3,3
Declawing_of_crabs,0.0012489182514722333,3,3
Derbyshire,0.0012489182514722333,3,3
Cured_fish,0.0012489182514722333,3,3
Curtis_Sittenfeld,0.0012489182514722333,3,3
Dan_River_(Middle_East),0.0012489182514722333,3,4
Daniel_Nelson_(Swedish_composer),0.0012489182514722333,3,4
Crab_fisheries,0.0012489182514722333,3,3
Crab_meat,0.0012489182514722333,3,3
Romance_novel,0.0012489182514722333,3,4
Russia,0.0012489182514722333,3,4
Darcy_(surname),0.0012489182514722333,4,3
Darra_Goldstein,0.0012489182514722333,3,3
David_Rintoul,0.0012489182514722333,3,3
De_Burgh,0.0012489182514722333,4,3
Death_Comes_to_Pemberley,0.0012489182514722333,3,3
Death_Comes_to_Pemberley_(TV_series),0.0012489182514722333,3,3
Salmon_cannery,0.0012489182514722333,3,3
Salted_fish,0.0012489182514722333,3,3
Salted_squid,0.0012489182514722333,3,3
Sam_Riley,0.0012489182514722333,3,3
Samuel_Johnson,0.0012489182514722333,3,3
Richard_Bentley_(publisher),0.0012489182514722333,3,3
"Rochester,_New_York",0.0012489182514722333,3,3
Roe,0.0012489182514722333,3,3
Raceway_pond,0.0012489182514722333,3,4
Raw_bar,0.0012489182514722333,3,3
Reception_history_of_Jane_Austen,0.0012489182514722333,3,3
Recirculating_aquaculture_system,0.0012489182514722333,3,3
Regency_romance,0.0012489182514722333,3,3
Protein_(nutrient),0.0012489182514722333,3,3
Puretic_power_block,0.0012489182514722333,3,3
Eating_live_seafood,0.0012489182514722333,3,3
Ebro,0.0012489182514722333,3,3
Dewey_Decimal_Classification,0.0012489182514722333,3,3
Diario_de_Sevilla,0.0012489182514722333,3,3
Dowry,0.0012489182514722333,3,3
Drawing_room,0.0012489182514722333,3,3
Dried_fish,0.0012489182514722333,3,3
Dual_resonance_model,0.0012489182514722333,3,4
Eggplant,0.0012489182514722333,3,3
Eligible_(novel),0.0012489182514722333,3,4
Eliza_de_Feuillide,0.0012489182514722333,3,3
Elizabeth_Bennet,0.0012489182514722333,3,3
Duty_and_Desire,0.0012489182514722333,3,3
Earl,0.0012489182514722333,3,3
Earth,0.0012489182514722333,3,4
East_Coast_of_the_United_States,0.0012489182514722333,3,3
Elizabeth_Garvie,0.0012489182514722333,3,4
Elizabeth_Refuses,0.0012489182514722333,3,4
Emma_(novel),0.0012489182514722333,3,3
Energy,0.0012489182514722333,3,3
Eoran,0.0012489182514722333,3,4
Epistolary_novel,0.0012489182514722333,3,4
Edward_Austen_Knight,0.0012489182514722333,3,3
Eel_as_food,0.0012489182514722333,3,3
Ferrara,0.0012489182514722333,3,4
Fire_Island,0.0012489182514722333,3,3
Lost_in_Austen,0.0012489182514722333,3,3
Everything,0.0012489182514722333,3,3
Everything_(disambiguation),0.0012489182514722333,4,3
Existence,0.0012489182514722333,3,3
Eyestalk_ablation,0.0012489182514722333,3,3
France,0.0012489182514722333,3,4
Fire_Island_(film),0.0012489182514722333,3,3
First_Impressions_(musical),0.0012489182514722333,3,3
Fish_diseases_and_parasites,0.0012489182514722333,3,3
Fish_factory,0.0012489182514722333,3,3
Fish_hatchery,0.0012489182514722333,3,3
Factory_ship,0.0012489182514722333,3,4
Farley_Granger,0.0012489182514722333,3,3
Trolling_(fishing),0.0012489182514722333,3,3
Pride_and_Prejudice_(1995_TV_series),0.0012489182514722333,3,3
Pride_and_Prejudice_(musical),0.0012489182514722333,3,3
Fish_hydrolysate,0.0012489182514722333,3,3
Adrianne_Allen,0.0012489182514722333,3,3
Fish_meal,0.0012489182514722333,3,3
Fish_paste,0.0012489182514722333,3,3
Fish_pie,0.0012489182514722333,3,3
Fish_preservation,0.0012489182514722333,3,3
Pride_and_Prejudice_and_Zombies,0.0012489182514722333,3,3
Pride_and_Prejudice_and_Zombies_(film),0.0012489182514722333,3,3
Project_Gutenberg,0.0012489182514722333,3,4
Protagonist,0.0012489182514722333,3,3
Pride_and_Prejudice_(1940_film),0.0012489182514722333,3,3
Pride_and_Prejudice_(1958_TV_series),0.0012489182514722333,3,3
Pride_and_Prejudice_(1967_TV_series),0.0012489182514722333,3,4
Pride_and_Prejudice_(1980_TV_series),0.0012489182514722333,3,3
Persian_language,0.0012489182514722333,3,3
Persuasion_(novel),0.0012489182514722333,3,3
Pescetarianism,0.0012489182514722333,3,5
Peterhead_Fish_Market,0.0012489182514722333,3,3
Philadelphia_Austen_Hancock,0.0012489182514722333,3,3
Philosophical_theory,0.0012489182514722333,3,3
Pair_trawling,0.0012489182514722333,3,4
Pamela_Aidan,0.0012489182514722333,3,4
Fish_stocking,0.0012489182514722333,3,3
Whale_meat,0.0012489182514722333,3,3
Pride_and_Prejudice,0.0012489182514722333,3,3
Pike_Place_Fish_Market,0.0012489182514722333,3,3
"Plan_of_a_Novel,_according_to_Hints_from_Various_Quarters",0.0012489182514722333,3,3
Pollock_roe,0.0012489182514722333,3,3
Polly_Bergen,0.0012489182514722333,3,3
Perak,0.0012489182514722333,3,3
Fishing_dredge,0.0012489182514722333,3,3
Fishing_in_the_North_Sea,0.0012489182514722333,3,3
Fish_processing,0.0012489182514722333,3,3
Fish_products,0.0012489182514722333,3,3
Fish_sauce,0.0012489182514722333,3,3
Fish_slaughter,0.0012489182514722333,3,3
Fish_soup,0.0012489182514722333,3,3
Fish_steak,0.0012489182514722333,3,4
Fraser_River,0.0012489182514722333,3,3
Free_indirect_speech,0.0012489182514722333,3,3
Fishing_vessel,0.0012489182514722333,3,3
Fishmonger,0.0012489182514722333,3,3
Fitzwilliam_(surname),0.0012489182514722333,4,3
"Fitzwilliam_Darcy,_Gentleman",0.0012489182514722333,3,3
Food_and_Agriculture_Organization,0.0012489182514722333,3,4
Fish_trap,0.0012489182514722333,3,3
Octopus_aquaculture,0.0012489182514722333,3,3
Octopus_as_food,0.0012489182514722333,3,3
Offshore_aquaculture,0.0012489182514722333,3,3
Oluwo_fish_market,0.0012489182514722333,3,3
Organic_certification,0.0012489182514722333,3,3
Ossetra,0.0012489182514722333,3,3
Northanger_Abbey,0.0012489182514722333,3,3
Noryangjin_Fisheries_Wholesale_Market,0.0012489182514722333,3,4
Fried_fish,0.0012489182514722333,3,3
Fundamental_interaction,0.0012489182514722333,3,3
Garak_Market,0.0012489182514722333,3,4
Overfishing,0.0012489182514722333,3,3
Oxford_English_Dictionary,0.0012489182514722333,3,3
Oxford_University_Press,0.0012489182514722333,3,4
Oyster_farming,0.0012489182514722333,3,3
P._D._James,0.0012489182514722333,3,3
Greeks,0.0012489182514722333,3,3
Greer_Garson,0.0012489182514722333,3,3
Gwyn_Cready,0.0012489182514722333,3,3
General_relativity,0.0012489182514722333,3,3
Geoduck_aquaculture,0.0012489182514722333,3,4
George_Henry_Lewes,0.0012489182514722333,3,3
George_Wickham,0.0012489182514722333,3,3
Freshwater_prawn_farming,0.0012489182514722333,3,3
Pemberley,0.0012489182514722333,3,3
Hank_Green,0.0012489182514722333,4,4
Hayley_Mills,0.0012489182514722333,3,3
Helen_Jerome,0.0012489182514722333,3,3
Gibbing,0.0012489182514722333,3,3
Gillnetting,0.0012489182514722333,3,8
Goodnestone_Park,0.0012489182514722333,3,3
Gravlax,0.0012489182514722333,3,3
White_sturgeon,0.0012489182514722333,3,3
Henley_Standard,0.0012489182514722333,3,4
Henry_Thomas_Austen,0.0012489182514722333,3,3
Johns_Hopkins_University_Press,0.0012489182514722333,3,3
Jordan_River,0.0012489182514722333,3,3
Joseph_Addison,0.0012489182514722333,3,3
Joseph_Hall_(bishop),0.0012489182514722333,3,3
Journal_of_Inherited_Metabolic_Disease,0.0012489182514722333,3,4
Hertfordshire,0.0012489182514722333,3,3
History_of_seafood,0.0012489182514722333,3,3
Holographic_principle,0.0012489182514722333,3,3
Honolulu_Fish_Auction,0.0012489182514722333,3,3
Horace_Smith_(poet),0.0012489182514722333,3,3
Huanan_Seafood_Wholesale_Market,0.0012489182514722333,3,4
Hubble_Ultra-Deep_Field,0.0012489182514722333,3,3
Whitebait,0.0012489182514722333,3,3
Ninja,0.0012489182514722333,3,3
Ijon_Tichy,0.0012489182514722333,3,3
Illegal_fishing_in_Africa,0.0012489182514722333,3,3
Hugh_Thomson,0.0012489182514722333,3,3
Hugh_Williams,0.0012489182514722333,3,3
Whitney_Matheson,0.0012489182514722333,3,3
Human_condition,0.0012489182514722333,3,3
Hermione_Gingold,0.0012489182514722333,3,3
Vlog,0.0012489182514722333,3,3
Nouakchott_fish_market,0.0012489182514722333,3,3
Novel_of_manners,0.0012489182514722333,3,4
Music_Box_Theatre,0.0012489182514722333,3,3
Nacre,0.0012489182514722333,3,4
Nadine_Garner,0.0012489182514722333,3,3
National_Fish_Hatchery_System,0.0012489182514722333,3,3
Nature,0.0012489182514722333,3,3
Mercury_in_fish,0.0012489182514722333,3,3
Metagonimiasis,0.0012489182514722333,3,3
Metaphysics,0.0012489182514722333,3,3
Michael_Barry_(television_producer),0.0012489182514722333,3,3
Microalgal_bacterial_flocs,0.0012489182514722333,3,3
Midwater_trawling,0.0012489182514722333,3,3
Midwestern_United_States,0.0012489182514722333,3,4
Matrix_string_theory,0.0012489182514722333,3,4
Iron,0.0012489182514722333,3,4
Israel,0.0012489182514722333,3,4
Muara_Angke,0.0012489182514722333,3,3
Multiverse,0.0012489182514722333,4,3
Miss_Austen_Regrets,0.0012489182514722333,3,3
Modal_collapse,0.0012489182514722333,3,4
Momentum,0.0012489182514722333,3,3
Motif_(narrative),0.0012489182514722333,3,3
James_Joyce,0.0012489182514722333,3,3
Jane_Austen,0.0012489182514722333,3,3
Jane_Austen_Centre,0.0012489182514722333,3,3
Jane_Austen_in_popular_culture,0.0012489182514722333,3,4
Janeite,0.0012489182514722333,3,3
Indemnity,0.0012489182514722333,3,3
Infinity,0.0012489182514722333,3,3
Integrated_multi-trophic_aquaculture,0.0012489182514722333,3,3
Juliet_Barker,0.0012489182514722333,3,3
Jellyfish_as_food,0.0012489182514722333,3,3
Jennifer_Ehle,0.0012489182514722333,3,3
Jeremy_Taylor,0.0012489182514722333,3,3
Jessica_Swale,0.0012489182514722333,3,3
Jo_Baker_(novelist),0.0012489182514722333,3,3
Joel_Kim_Booster,0.0012489182514722333,3,3
James_Austen,0.0012489182514722333,3,3
Aquaculture_in_Kiribati,0.0012489182514722333,3,3
Aquaculture_in_Nauru,0.0012489182514722333,3,3
Aquaculture_in_New_Zealand,0.0012489182514722333,3,3
Aquaculture_in_Palau,0.0012489182514722333,3,3
Aquaculture_in_Papua_New_Guinea,0.0012489182514722333,3,3
Aquaculture_in_Samoa,0.0012489182514722333,3,3
Aquaculture_in_South_Africa,0.0012489182514722333,3,3
W._H._Auden,0.0012489182514722333,3,3
Artisanal_fishing,0.0012489182514722333,3,3
Arts_Centre_Melbourne,0.0012489182514722333,3,4
Aquaculture_in_South_Korea,0.0012489182514722333,3,3
Aquaculture_in_Timor-Leste,0.0012489182514722333,3,3
Aquaculture_in_Tonga,0.0012489182514722333,3,4
Aquaculture_in_Vanuatu,0.0012489182514722333,3,4
Aquaculture_in_the_Federated_States_of_Micronesia,0.0012489182514722333,3,3
Aquaculture_of_catfish,0.0012489182514722333,3,3
Turtle_farming,0.0012489182514722333,3,3
USA_Today,0.0012489182514722333,3,4
Ulsan_Wholesale_Agricultural_and_Fish_Market,0.0012489182514722333,3,4
United_States,0.0012489182514722333,3,4
United_States_Customs_Service,0.0012489182514722333,3,3
Aquaculture_of_sea_cucumbers,0.0012489182514722333,3,3
Aquaculture_of_tilapia,0.0012489182514722333,3,3
Aquarium_fishery,0.0012489182514722333,3,3
Wayback_Machine,0.0012489182514722333,3,4
United_States_Fish_and_Wildlife_Service,0.0012489182514722333,3,3
Universe,0.0012489182514722333,3,3
University_of_Chicago_Press,0.0012489182514722333,3,3
Vitamin_B12,0.0012489182514722333,3,3
Trishna_(TV_series),0.0012489182514722333,3,4
Trivialism,0.0012489182514722333,4,3
List_of_literary_adaptations_of_Pride_and_Prejudice,0.0012489182514722333,3,3
Mary_Poovey,0.0012489182514722333,3,3
Magnesium,0.0012489182514722333,3,3
Main_Page,0.0012489182514722333,3,3
Maine_Avenue_Fish_Market,0.0012489182514722333,3,3
Mansfield_Park,0.0012489182514722333,3,3
Margaret_Holford,0.0012489182514722333,3,3
Margaret_Macnamara_(playwright),0.0012489182514722333,3,3
Waterfront_Market,0.0012489182514722333,3,4
Kazakhstan,0.0012489182514722333,3,3
Keira_Knightley,0.0012489182514722333,3,3
Kent,0.0012489182514722333,3,3
Mariah_Carey,0.0012489182514722333,3,3
Mariculture,0.0012489182514722333,3,5
Marine_mammals_as_food,0.0012489182514722333,3,3
Mark_Twain,0.0012489182514722333,3,3
Marriage_in_the_works_of_Jane_Austen,0.0012489182514722333,3,3
Lady_Catherine_de_Bourgh,0.0012489182514722333,3,3
Lady_Susan,0.0012489182514722333,3,3
Laurence_Olivier,0.0012489182514722333,3,3
Kipper,0.0012489182514722333,3,3
Krill_fishery,0.0012489182514722333,3,3
La_Nueva_Viga_Market,0.0012489182514722333,3,3
Kahiin_to_Hoga,0.0012489182514722333,3,4
Karasumi,0.0012489182514722333,3,3
Matt_Smith,0.0012489182514722333,3,3
Ancient_Hawaiian_aquaculture,0.0012489182514722333,3,3
Matthew_Macfadyen,0.0012489182514722333,3,3
LibriVox,0.0012489182514722333,3,4
Lily_James,0.0012489182514722333,3,3
Limelight_(magazine),0.0012489182514722333,3,4
List_of_fish_dishes,0.0012489182514722333,3,3
List_of_seafood_companies,0.0012489182514722333,3,4
Zhejiang,0.0012489182514722331,3,5
Zombie,0.0012489182514722331,3,3
HelpCategory,0.0011400151972476096,11,8
Seaweed_farming,0.0010444037818252913,0,7
Fisheries,0.0009613422860123118,7,7
YouTube_channel,0.0008224560440720181,6,8
Geothermal_energy_and_aquaculture,0.0007268446286496997,5,6
WikipediaText_of_the_Creative_Commons_Attribution-ShareAlike_4.,0.0006636764674842223,5,5
TalkPride_and_Prejudice,0.0005842866791903245,5,31
Template_talkSeafood,0.0005578234164256918,5,21
Template_talkFishing_industry_topics,0.0005048968908964265,4,17
WikipediaFile_upload_wizard,0.0005048968908964265,5,5
CategoryAll_articles_with_unsourced_statements,0.0005048968908964265,5,718
Fish_stock_(food),0.0005048968908964265,4,5
Maxima_and_minima,0.0005048968908964265,4,4
Iran_(Persia),0.0004647095720819182,4,6
Iran,0.0004647095720819182,4,6
TalkEverything,0.0004255071026025286,4,7
Template_talkRoe,0.000399043839837896,4,7
TalkCaviar,0.000399043839837896,7,66
Hypochondriac,0.0003461173143086307,3,3
Mashup_(book),0.0003461173143086307,3,3
Many-worlds_hypothesis,0.0003461173143086307,3,3
IMDb_(identifier),0.0003461173143086307,3,4
Lumpfish,0.0003461173143086307,3,3
Abstract_object,0.0003461173143086307,3,3
Acipenser_naccarii,0.0003461173143086307,3,3
North_Atlantic,0.0003461173143086307,3,5
Kibbutz_Dan,0.0003461173143086307,3,3
Albino,0.0003461173143086307,3,3
TemplatePride_and_Prejudice,0.0003461173143086307,3,3
Category1813_British_novels,0.0003461173143086307,3,3
Huffington_Post,0.0003461173143086307,3,3
Pride_and_Prejudice_and_Zombies_Dawn_of_the_Dreadfuls,0.0003461173143086307,3,3
CategoryCS1_Brazilian_Portuguese-language_sources_(pt-br),0.0003461173143086307,3,171
CategoryArticles_needing_additional_references_from_November_20,0.0003461173143086307,4,172
CategoryBritish_romance_novels,0.0003461173143086307,3,31
CategoryUse_dmy_dates_from_October_2020,0.0003461173143086307,3,172
CategoryUse_dmy_dates_from_July_2024,0.0003461173143086307,3,172
Universal_quantifier,0.0003461173143086307,3,3
CategoryUse_British_English_from_February_2012,0.0003461173143086307,3,32
CategoryRoe_dishes,0.0003461173143086307,3,3
Common_whitefish,0.0003461173143086307,3,3
Waverley_Novels,0.0003461173143086307,3,3
Anthropocentric,0.0003461173143086307,3,3
CategoryPride_and_Prejudice,0.0003461173143086307,3,3
CategoryNovels_set_in_the_19th_century,0.0003461173143086307,3,3
Aquaculture_engineering,0.0003461173143086307,3,3
Aquaculture_in_the_Solomon_Islands,0.0003461173143086307,3,3
Aquaculture_of_salmon,0.0003461173143086307,3,4
Ciguatera,0.0003461173143086307,3,3
PortalLiterature,0.0003461173143086307,3,4
PortalNovels,0.0003461173143086307,3,4
Template_talkJane_Austen,0.0003461173143086307,3,14
OCLC_(identifier),0.0003461173143086307,3,4
Sevruga,0.0003461173143086307,3,4
Set_complement,0.0003461173143086307,3,3
Pasteurized,0.0003461173143086307,3,3
Philosophers,0.0003461173143086307,3,3
Object_(philosophy),0.0003461173143086307,3,3
Sensu_stricto,0.0003461173143086307,3,3
JSTOR_(identifier),0.0003461173143086307,3,4
Physical_law,0.0003461173143086307,3,3
Ovaries,0.0003461173143086307,3,3
Polyodontidae,0.0003461173143086307,3,3
Anne_Isabella_Milbanke,0.0003461173143086307,3,3
PMC_(identifier),0.0003461173143086307,3,4
Economic_value,0.0003461173143086307,3,4
Cyclopterus_lumpus,0.0003461173143086307,3,3
Cristoforo_da_Messisbugo,0.0003461173143086307,3,3
Scania_Market,0.0003461173143086307,3,3
PMID_(identifier),0.0003461173143086307,3,4
Sandra_Lerner,0.0003461173143086307,3,3
Quantum_measurement,0.0003461173143086307,3,3
Bubble_universe_theory,0.0003461173143086307,3,3
Sea_sponge_aquaculture,0.0003461173143086307,3,3
Fanny_Burney,0.0003461173143086307,3,3
LCC_(identifier),0.0003461173143086307,3,3
S2CID_(identifier),0.0003461173143086307,3,4
Frances_Lincoln_Publishers,0.0003461173143086307,3,3
CategoryNovels_set_in_Hertfordshire,0.0003461173143086307,3,3
CategoryNovels_adapted_into_comics,0.0003461173143086307,3,3
CategoryNovels_about_nobility,0.0003461173143086307,3,3
Pride_and_Prejudice_(sort_of),0.0003461173143086307,3,3
Landed_gentleman,0.0003461173143086307,3,3
CategoryCS1_unfit_URL,0.0003461173143086307,3,171
CategoryBritish_novels_adapted_into_television_shows,0.0003461173143086307,3,31
CategoryBritish_novels_adapted_into_operas,0.0003461173143086307,3,3
CategoryArticles_with_unsourced_statements_from_August_2020,0.0003461173143086307,4,172
CategoryArticles_with_unsourced_statements_from_August_2018,0.0003461173143086307,4,172
List_of_harvested_aquatic_animals_by_weight,0.0003461173143086307,3,3
CategoryArticles_with_unsourced_statements_from_April_2019,0.0003461173143086307,4,172
CategoryArticles_with_LibriVox_links,0.0003461173143086307,3,171
Template_talkPride_and_Prejudice,0.0003461173143086307,3,3
Garnish_(food),0.0003461173143086307,3,3
Gathering_seafood_by_hand,0.0003461173143086307,3,3
George_Austen_(clergyman),0.0003461173143086307,3,3
Time,0.00032622397966112875,3,4
Time_(magazine),0.00032622397966112875,0,4
Moby-Dick,0.00032622397966112875,3,4
Moby_Dick,0.00032622397966112875,3,4
C.E._Brock,0.00032622397966112875,3,3
C._E._Brock,0.00032622397966112875,0,3
Human,0.00032622397966112875,3,4
Human_beings,0.00032622397966112875,3,4
Fisheries_management,0.00032622397966112875,0,3
Quantum_mechanics,0.00032622397966112875,3,3
Beluga_(sturgeon),0.00032622397966112875,3,3
Beluga_sturgeon,0.00032622397966112875,3,3
Bennet_family,0.00032622397966112875,3,4
Quantum_physics,0.00032622397966112875,3,3
Red_caviar,0.00032622397966112875,3,3
Fee_tail,0.00032622397966112875,0,3
Janet_M._Todd,0.00032622397966112875,3,3
Janet_Todd,0.00032622397966112875,0,3
Filleted_fish,0.00032622397966112875,3,3
Fish_(food),0.00032622397966112875,3,3
Fish_as_food,0.00032622397966112875,0,3
